DEPTH,DT,GR,NPHI,PHIE,RHOB,VCL,DepoFacies
2569.95,80.9191,89.48370361328121,0.2342,0.124,2.3325,0.4138,1.0
2570.1,81.0178,87.9645004272461,0.2213,0.121,2.3422,0.3901,1.0
2570.25,80.9193,86.9254989624023,0.218,0.1223,2.3428,0.3778,1.0
2570.4,81.6152,86.7309036254883,0.214,0.128,2.3347,0.3607,1.0
2570.55,82.8437,87.6451034545898,0.2058,0.1278,2.3341,0.35100000000000003,1.0
2570.7,84.104,89.2033004760742,0.2038,0.1095,2.3614,0.3861,1.0
2570.85,84.1932,90.15029907226558,0.2082,0.07,2.4224,0.4641,0.0
2571.0,82.5951,91.99420166015621,0.2128,0.0292,2.48,0.5449,0.0
2571.15,79.4646,97.94400024414058,0.2197,0.0138,2.4895,0.6066,0.0
2571.3,76.5261,106.18019866943399,0.2298,0.0135,2.4718,0.6609999999999999,0.0
2571.45,75.3515,112.70729827880899,0.2409,0.0152,2.4627,0.6927,0.0
2571.6,75.7731,114.804901123047,0.2559,0.0102,2.4653,0.7397,0.0
2571.75,76.3989,114.08840179443399,0.2637,0.0091,2.4681,0.7514,0.0
2571.9,76.7943,111.143699645996,0.276,0.0093,2.4734,0.7562,0.0
2572.05,77.4372,110.019897460938,0.2797,0.0091,2.4759,0.7567,0.0
2572.2,77.8235,111.32330322265601,0.2727,0.0082,2.475,0.7532,0.0
2572.35,78.5296,112.27050018310499,0.2553,0.0082,2.474,0.7276,0.0
2572.5,78.7567,112.149200439453,0.2412,0.0074,2.4761,0.7029,0.0
2572.65,78.6221,112.18650054931601,0.2399,0.0038,2.4815,0.7064,0.0
2572.8,78.5439,112.694297790527,0.2449,0.0001,2.4883,0.7267,0.0
2572.95,78.5898,113.353302001953,0.2503,0.0001,2.4912,0.7449,0.0
2573.1,78.82600000000001,114.70580291748001,0.2541,0.0001,2.4866,0.7579,0.0
2573.25,79.2354,116.32820129394501,0.2474,0.0001,2.4795,0.7509999999999999,0.0
2573.4,79.5062,117.388900756836,0.2358,0.0011,2.4742,0.7325,0.0
2573.55,79.9617,118.104202270508,0.2395,0.0049,2.4668,0.7373,0.0
2573.7,80.2134,119.04810333251999,0.2614,0.0082,2.4596,0.7776,0.0
2573.85,80.4149,119.137496948242,0.2915,0.0062,2.4605,0.8347,0.0
2574.0,80.4454,119.556297302246,0.3124,0.0001,2.4675,0.8839,0.0
2574.15,80.3955,121.750801086426,0.3091,0.0001,2.4716,0.8995,0.0
2574.3,80.3487,123.889503479004,0.2944,0.0001,2.4694,0.8871,0.0
2574.45,80.3693,123.886199951172,0.2902,0.0001,2.4669,0.8767,0.0
2574.6,80.4571,123.945899963379,0.2887,0.0001,2.4721,0.8798,0.0
2574.75,80.5583,125.23439788818399,0.2828,0.0001,2.4828,0.8904,0.0
2574.9,80.514,125.38680267334,0.2837,0.0001,2.4878,0.8984,0.0
2575.05,80.5368,124.15779876709,0.2972,0.0001,2.4882,0.914,0.0
2575.2,80.602,123.20230102539101,0.3117,0.0001,2.4902,0.9352,0.0
2575.35,80.668,123.81909942626999,0.3131,0.0001,2.4918,0.9444,0.0
2575.5,80.7244,125.64849853515601,0.2991,0.0001,2.4885,0.9296,0.0
2575.65,80.9081,128.07080078125,0.2869,0.0001,2.4824,0.92,0.0
2575.8,81.2081,128.37820434570298,0.2835,0.0001,2.477,0.9105,0.0
2575.95,81.0759,125.048797607422,0.2805,0.0001,2.4733,0.8747,0.0
2576.1,80.6077,120.50650024414101,0.2725,0.0001,2.4723,0.8229,0.0
2576.25,80.1926,117.739601135254,0.2617,0.0001,2.4769,0.7858,0.0
2576.4,80.053,116.081100463867,0.2475,0.0001,2.4958,0.7662,0.0
2576.55,80.0657,115.440101623535,0.2411,0.0001,2.5124,0.7667,0.0
2576.7,80.1688,115.83219909668001,0.2375,0.0001,2.5509,0.8034,0.0
2576.85,80.3531,119.53260040283199,0.2504,0.0001,2.5678,0.8742,0.0
2577.0,80.6598,124.473701477051,0.2687,0.0001,2.5481,0.9265,0.0
2577.15,81.012,127.55899810791,0.2734,0.0001,2.5179,0.9281,0.0
2577.3,81.245,128.240295410156,0.2648,0.0001,2.5016,0.9007,0.0
2577.45,81.2318,128.156402587891,0.2609,0.0001,2.4989,0.89,0.0
2577.6,81.0001,128.444198608398,0.2671,0.0001,2.5007,0.9056,0.0
2577.75,80.8425,128.723007202148,0.2735,0.0001,2.498,0.9168,0.0
2577.9,80.8329,128.322998046875,0.2781,0.0001,2.4914,0.9152,0.0
2578.05,80.9644,127.000701904297,0.285,0.0001,2.4881,0.914,0.0
2578.2,81.1908,124.638198852539,0.2915,0.0001,2.4895,0.9087,0.0
2578.35,81.5245,122.947898864746,0.2896,0.0001,2.4901,0.8924,0.0
2578.5,81.8814,122.716499328613,0.2879,0.0001,2.487,0.8842,0.0
2578.65,82.1297,123.510200500488,0.2936,0.0001,2.4817,0.8954,0.0
2578.8,82.2396,124.600303649902,0.3025,0.0001,2.4773,0.9159,0.0
2578.95,82.2775,126.890502929688,0.3049,0.0001,2.4764,0.9375,0.0
2579.1,82.3738,129.448303222656,0.3026,0.0001,2.4807,0.9545,0.0
2579.25,82.5291,129.22509765625,0.29600000000000004,0.0001,2.4879,0.9499,0.0
2579.4,82.5527,126.69930267334,0.289,0.0001,2.4922,0.9232,0.0
2579.55,82.4655,125.201103210449,0.289,0.0001,2.4913,0.9104,0.0
2579.7,82.3397,125.448196411133,0.2932,0.0001,2.4873,0.9159,0.0
2579.85,82.1834,124.891700744629,0.2937,0.0001,2.4804,0.9052,0.0
2580.0,81.8975,123.81420135498001,0.2892,0.0001,2.4715,0.8791,0.0
2580.15,81.446,123.057998657227,0.2832,0.0001,2.4655,0.8558,0.0
2580.3,81.05199999999999,122.785202026367,0.2808,0.0003,2.4641,0.8477,0.0
2580.45,80.7655,122.956298828125,0.284,0.0001,2.464,0.8549,0.0
2580.6,80.5957,123.420600891113,0.2932,0.0001,2.4633,0.8748,0.0
2580.75,80.4187,123.23249816894501,0.3003,0.0001,2.4635,0.8866,0.0
2580.9,80.2468,122.135902404785,0.2878,0.0001,2.4674,0.8589,0.0
2581.05,80.1917,120.528198242188,0.2678,0.0001,2.4745,0.8167,0.0
2581.2,80.1969,119.841598510742,0.2638,0.0001,2.4777,0.8072,0.0
2581.35,80.17399999999999,119.047798156738,0.2699,0.0001,2.4808,0.8154,0.0
2581.5,79.9729,118.417098999023,0.2808,0.0001,2.4808,0.8305,0.0
2581.65,80.0128,117.48860168456999,0.2842,0.0001,2.4797,0.8282,0.0
2581.8,79.9624,117.804000854492,0.2831,0.0001,2.48,0.8290000000000001,0.0
2581.95,80.21,119.640800476074,0.2872,0.0001,2.4822,0.8534,0.0
2582.1,80.0321,121.01180267334,0.2992,0.0001,2.4832,0.8875,0.0
2582.25,80.1608,121.859901428223,0.3006,0.0001,2.4821,0.8956,0.0
2582.4,80.17,123.074996948242,0.2829,0.0001,2.4784,0.8688,0.0
2582.55,80.4063,123.690902709961,0.272,0.0001,2.4718,0.8467,0.0
2582.7,80.6934,122.757202148438,0.2784,0.0001,2.4671,0.8462,0.0
2582.85,81.1681,121.163803100586,0.2949,0.0001,2.4695,0.8665,0.0
2583.0,81.4217,120.30670166015601,0.3119,0.0001,2.4771,0.8989,0.0
2583.15,81.4833,122.106300354004,0.3141,0.0001,2.4855,0.9259999999999999,0.0
2583.3,81.3097,124.820701599121,0.301,0.0001,2.491,0.9292,0.0
2583.45,81.2252,125.173202514648,0.2897,0.0001,2.4918,0.912,0.0
2583.6,81.3438,124.51629638671899,0.2889,0.0001,2.4893,0.9027,0.0
2583.75,81.51899999999999,125.443702697754,0.2972,0.0001,2.488,0.924,0.0
2583.9,81.9447,126.66590118408199,0.3148,0.0001,2.4917,0.97,0.0
2584.05,82.4766,126.89330291748001,0.3333,0.0001,2.4969,0.9833,0.0
2584.2,83.2761,127.165199279785,0.3412,0.0001,2.4945,0.9854,0.0
2584.35,83.8824,127.78900146484399,0.3344,0.0001,2.4856,0.9904,0.0
2584.5,84.4161,127.810897827148,0.3141,0.0001,2.478,0.9635,0.0
2584.65,84.7132,126.271202087402,0.2956,0.0001,2.477,0.9161,0.0
2584.8,84.6873,123.460800170898,0.2952,0.0001,2.483,0.8993,0.0
2584.95,84.5048,120.357803344727,0.2983,0.0001,2.4902,0.8879,0.0
2585.1,84.0872,118.527801513672,0.2905,0.0001,2.4918,0.8607,0.0
2585.25,83.275,118.773597717285,0.2894,0.0001,2.4918,0.8606,0.0
2585.4,82.3978,119.419403076172,0.3108,0.0001,2.4958,0.9094,0.0
2585.55,81.753,118.413101196289,0.3383,0.0001,2.5008,0.9159999999999999,0.0
2585.7,81.7034,115.383003234863,0.3412,0.0001,2.5023,0.8919,0.0
2585.85,81.9951,109.50309753418001,0.3216,0.0001,2.5006,0.8453,0.0
2586.0,82.1922,106.002998352051,0.3124,0.0001,2.4999,0.8101,0.0
2586.15,82.5664,102.21099853515601,0.3089,0.004,2.4992,0.7729,0.0
2586.3,82.869,106.185600280762,0.3199,0.0001,2.4972,0.8189,0.0
2586.45,83.1518,113.927200317383,0.3282,0.0001,2.4925,0.8804,0.0
2586.6,83.3035,119.046997070312,0.3202,0.0001,2.4867,0.9142,0.0
2586.75,83.226,120.599998474121,0.2971,0.0001,2.4832,0.8803,0.0
2586.9,82.9013,120.489097595215,0.2736,0.0001,2.4811,0.8340000000000001,0.0
2587.05,82.4728,120.23729705810499,0.2645,0.0001,2.4791,0.8131,0.0
2587.2,82.1017,121.107696533203,0.2686,0.0001,2.4781,0.8265,0.0
2587.35,81.8632,122.988296508789,0.2734,0.0001,2.4781,0.8503,0.0
2587.5,81.7654,124.030799865723,0.2729,0.0001,2.4778,0.8573,0.0
2587.65,81.6008,122.56349945068399,0.272,0.0001,2.4787,0.845,0.0
2587.8,81.4319,120.03479766845699,0.2746,0.0001,2.481,0.8321,0.0
2587.95,81.3696,118.55999755859399,0.2775,0.0001,2.4815,0.8263,0.0
2588.1,81.5019,118.507499694824,0.2772,0.0001,2.4819999999999998,0.8258,0.0
2588.25,81.8128,118.614700317383,0.2713,0.0001,2.4835,0.8174,0.0
2588.4,82.2267,118.373100280762,0.2675,0.0001,2.4796,0.8044,0.0
2588.55,82.8441,117.92870330810499,0.2807,0.0029,2.4686,0.8137,0.0
2588.7,83.6922,118.612998962402,0.3084,0.0042,2.4603,0.8615,0.0
2588.85,84.585,120.660102844238,0.3252,0.0012,2.4608,0.9092,0.0
2589.0,85.1642,122.36229705810499,0.3181,0.0001,2.4652,0.9142,0.0
2589.15,85.3731,121.29920196533199,0.3033,0.0001,2.4682,0.8817,0.0
2589.3,85.2788,119.486801147461,0.2981,0.0001,2.4731,0.8628,0.0
2589.45,85.0381,120.90270233154301,0.3084,0.0001,2.484,0.9044,0.0
2589.6,85.0069,124.36489868164101,0.3302,0.0001,2.4935,0.9632,0.0
2589.75,85.3386,125.359901428223,0.3444,0.0001,2.4927,0.9711,0.0
2589.9,85.9167,123.195098876953,0.3412,0.0001,2.4846,0.9539,0.0
2590.05,86.4367,121.27670288085899,0.3265,0.0001,2.4779,0.9344,0.0
2590.2,86.9136,122.577598571777,0.3161,0.0001,2.4738,0.9212,0.0
2590.35,87.3673,126.377296447754,0.3168,0.0001,2.4709,0.9497,0.0
2590.5,87.5165,128.385192871094,0.3217,0.0001,2.4704,0.9741,0.0
2590.65,87.3012,126.904296875,0.3275,0.0001,2.4739,0.9767,0.0
2590.8,87.1253,125.483299255371,0.3337,0.0001,2.4769,0.9721,0.0
2590.95,86.5664,123.56559753418001,0.3552,0.0001,2.4823,0.9569,0.0
2591.1,86.1693,123.349800109863,0.3762,0.0001,2.4839,0.9552,0.0
2591.25,85.9165,123.386001586914,0.3816,0.0001,2.4822,0.9554,0.0
2591.4,85.8129,123.15920257568399,0.3703,0.0001,2.4825,0.9536,0.0
2591.55,85.821,123.431800842285,0.3544,0.0001,2.4878,0.9558,0.0
2591.7,85.9162,124.03479766845699,0.3451,0.0001,2.4943,0.9606,0.0
2591.85,86.0106,123.519500732422,0.3401,0.0001,2.4944,0.9565,0.0
2592.0,86.0804,122.580497741699,0.3341,0.0001,2.488,0.9491,0.0
2592.15,86.0875,122.62899780273399,0.3349,0.0001,2.4813,0.9494,0.0
2592.3,86.02,123.68350219726601,0.3434,0.0001,2.478,0.9578,0.0
2592.45,85.9004,124.295700073242,0.3476,0.0001,2.4797,0.9627,0.0
2592.6,85.5816,123.98850250244101,0.3469,0.0001,2.4851,0.9602,0.0
2592.75,85.1421,122.876602172852,0.34600000000000003,0.0001,2.4869,0.9514,0.0
2592.9,84.5316,121.058296203613,0.3375,0.0001,2.4821,0.937,0.0
2593.05,83.8352,119.42739868164101,0.3157,0.0001,2.4784,0.9003,0.0
2593.2,83.0296,118.154098510742,0.2953,0.0001,2.4794,0.8537,0.0
2593.35,82.2418,117.054100036621,0.2876,0.0001,2.4814,0.8328,0.0
2593.5,81.6276,116.68170166015601,0.2935,0.0001,2.4823,0.8417,0.0
2593.65,81.2947,117.34970092773399,0.2994,0.0001,2.4839,0.8595,0.0
2593.8,81.3111,117.44100189209,0.2945,0.0001,2.4862,0.8536,0.0
2593.95,81.6576,115.842300415039,0.2891,0.0001,2.4897,0.8346,0.0
2594.1,82.2373,114.52799987793001,0.2947,0.0001,2.4943,0.8393,0.0
2594.25,82.7377,115.327102661133,0.3054,0.0001,2.4959,0.8671,0.0
2594.4,83.1939,116.66259765625,0.3156,0.0001,2.4924,0.8928,0.0
2594.55,83.7785,116.76219940185499,0.3238,0.0001,2.4843,0.9002,0.0
2594.7,84.42,116.962501525879,0.3245,0.0001,2.4748,0.8932,0.0
2594.85,85.0675,117.766098022461,0.3232,0.0001,2.4697,0.8919,0.0
2595.0,85.6641,118.386001586914,0.3312,0.0001,2.472,0.9139,0.0
2595.15,86.1813,119.73210144043001,0.3433,0.0001,2.4778,0.9264,0.0
2595.3,86.5932,122.02140045166,0.3569,0.0001,2.4821,0.9446,0.0
2595.45,86.8403,122.304397583008,0.3698,0.0001,2.4848,0.9469,0.0
2595.6,86.8488,121.58380126953101,0.3689,0.0001,2.4861,0.9411,0.0
2595.75,86.713,120.292098999023,0.3455,0.0001,2.4869,0.9309,0.0
2595.9,86.3265,120.684898376465,0.3201,0.0001,2.4825,0.9227,0.0
2596.05,85.8411,121.997703552246,0.3132,0.0001,2.4759,0.9135,0.0
2596.2,85.4077,123.958702087402,0.31,0.0001,2.4742,0.9214,0.0
2596.35,85.0361,125.915702819824,0.3085,0.0001,2.4764,0.9364,0.0
2596.5,84.6304,125.54920196533199,0.3211,0.0001,2.4773,0.9577,0.0
2596.65,84.1979,123.258201599121,0.3375,0.0001,2.4753,0.9544,0.0
2596.8,83.8113,120.89659881591801,0.331,0.0001,2.472,0.9335,0.0
2596.95,83.5281,118.45050048828101,0.3158,0.0001,2.4698,0.8838,0.0
2597.1,83.2877,117.111503601074,0.3083,0.0001,2.4714,0.861,0.0
2597.25,83.0422,118.190902709961,0.3086,0.0001,2.4772,0.8762,0.0
2597.4,82.8427,118.947998046875,0.3125,0.0001,2.4831,0.8955,0.0
2597.55,82.6447,117.452102661133,0.3137,0.0001,2.4808,0.8834,0.0
2597.7,82.3991,116.997398376465,0.3113,0.0004,2.4706,0.8648,0.0
2597.85,82.17299999999999,118.88809967041,0.3166,0.002,2.4642,0.8829,0.0
2598.0,82.1251,119.89559936523399,0.3192,0.0001,2.4693,0.9009999999999999,0.0
2598.15,82.3033,118.454299926758,0.2995,0.0001,2.4807,0.8651,0.0
2598.3,82.5643,117.129600524902,0.2762,0.0001,2.4873,0.8186,0.0
2598.45,82.7778,116.956001281738,0.2765,0.0001,2.4828,0.813,0.0
2598.6,83.0396,117.59210205078101,0.2977,0.0008,2.4707,0.8445,0.0
2598.75,83.4168,119.36019897460899,0.3181,0.0024,2.4591,0.884,0.0
2598.9,83.7694,122.75499725341801,0.3247,0.0009,2.4536,0.9174,0.0
2599.05,83.8673,126.738700866699,0.327,0.0001,2.455,0.9547,0.0
2599.2,83.6046,128.901794433594,0.3287,0.0001,2.4627,0.9831,0.0
2599.35,83.0915,126.413803100586,0.3227,0.0001,2.4749,0.965,0.0
2599.5,82.5361,120.630599975586,0.3174,0.0001,2.4867,0.9217,0.0
2599.65,82.2355,117.449600219727,0.3218,0.0001,2.4955,0.9083,0.0
2599.8,82.4175,117.883102416992,0.3227,0.0001,2.5029,0.9118,0.0
2599.95,82.9013,118.15029907226601,0.3096,0.0001,2.5079,0.9097,0.0
2600.1,83.3862,117.73169708251999,0.2981,0.0001,2.5056,0.8828,0.0
2600.25,83.6143,117.61609649658199,0.2993,0.0001,2.5019,0.8802,0.0
2600.4,84.1885,116.916297912598,0.3142,0.0001,2.494,0.8939,0.0
2600.55,84.7897,116.752197265625,0.3326,0.0001,2.4891,0.9028,0.0
2600.7,85.6273,119.69300079345699,0.3452,0.0001,2.4882,0.9261,0.0
2600.85,86.6187,122.01560211181601,0.349,0.0001,2.4921,0.9243,0.0
2601.0,87.5801,118.722396850586,0.3459,0.0001,2.5023,0.9053,0.0
2601.15,88.4041,114.313301086426,0.3406,0.0001,2.5113,0.8609,0.0
2601.3,88.9982,114.30100250244101,0.35100000000000003,0.0001,2.5072,0.8722,0.0
2601.45,89.3848,117.030799865723,0.3715,0.0001,2.4898,0.9146,0.0
2601.6,89.4855,119.54489898681601,0.3782,0.0006,2.4689,0.9324,0.0
2601.75,89.79700000000001,121.251098632812,0.3674,0.0009,2.4512,0.9175,0.0
2601.9,90.2827,120.538398742676,0.3635,0.0016,2.4413,0.8994,0.0
2602.05,90.4293,117.01750183105499,0.3715,0.0029,2.4426,0.8766,0.0
2602.2,90.2805,114.179000854492,0.3724,0.0049,2.4501,0.8555,0.0
2602.35,89.9441,114.96179962158199,0.3688,0.0042,2.4546,0.8618,0.0
2602.5,89.7272,117.880699157715,0.3728,0.0017,2.4553,0.8972,0.0
2602.65,89.67200000000001,120.55590057373001,0.3744,0.0007,2.4549,0.9259,0.0
2602.8,89.6492,121.958602905273,0.3702,0.0008,2.4533,0.9231,0.0
2602.95,89.6754,120.802200317383,0.3758,0.0007,2.4493,0.9259,0.0
2603.1,89.9667,117.26309967041,0.3845,0.0016,2.4447,0.8991,0.0
2603.25,90.4978,115.52429962158199,0.3727,0.004,2.4429,0.8636,0.0
2603.4,91.0449,117.137802124023,0.3487,0.0057,2.4466,0.8487,0.0
2603.55,91.4556,118.43039703369101,0.3334,0.0064,2.4511,0.8436,0.0
2603.7,91.6814,118.10959625244101,0.3358,0.0064,2.4508,0.8435,0.0
2603.85,91.5691,118.06900024414101,0.3503,0.0041,2.4493,0.8624,0.0
2604.0,90.7402,118.40350341796899,0.3563,0.0029,2.4522,0.8766,0.0
2604.15,89.5792,118.380699157715,0.3471,0.0038,2.456,0.8664,0.0
2604.3,88.7905,118.01300048828101,0.3349,0.0063,2.4541,0.8439,0.0
2604.45,88.4401,115.918800354004,0.3288,0.0128,2.449,0.8102,0.0
2604.6,88.4139,113.591697692871,0.332,0.0183,2.4491,0.7916,0.0
2604.75,88.4683,112.994003295898,0.3446,0.0131,2.4559,0.8089,0.0
2604.9,88.5679,112.946899414062,0.3503,0.0102,2.4619999999999997,0.8214,0.0
2605.05,88.669,112.83899688720699,0.3478,0.0111,2.4629,0.8175,0.0
2605.2,89.0258,113.34279632568399,0.3381,0.0133,2.4619999999999997,0.8081,0.0
2605.35,89.6343,114.833396911621,0.3307,0.0126,2.4602,0.8111,0.0
2605.5,90.1875,116.37899780273399,0.3253,0.0114,2.4564,0.8158,0.0
2605.65,90.289,118.730400085449,0.3236,0.0082,2.45,0.8318,0.0
2605.8,89.9011,121.402900695801,0.3338,0.0037,2.4477,0.8671,0.0
2605.95,89.3863,121.847702026367,0.3532,0.0016,2.4532,0.899,0.0
2606.1,89.0306,119.905097961426,0.371,0.0009,2.4618,0.9201,0.0
2606.25,88.8446,118.45079803466801,0.3759,0.0009,2.4692,0.9185,0.0
2606.4,88.8216,118.500297546387,0.3638,0.0006,2.4747,0.9063,0.0
2606.55,89.0267,118.571502685547,0.3474,0.001,2.4757,0.8845,0.0
2606.7,89.5462,118.52809906005899,0.34,0.0036,2.4691,0.8683,0.0
2606.85,90.2088,119.25399780273399,0.3455,0.0033,2.4552,0.8722,0.0
2607.0,90.7812,120.141899108887,0.3575,0.0023,2.4394,0.8854,0.0
2607.15,91.2324,121.076400756836,0.3709,0.0014,2.4284,0.9041,0.0
2607.3,91.5911,121.35340118408199,0.3851,0.0009,2.424,0.9207,0.0
2607.45,91.9204,119.379898071289,0.3919,0.001,2.4271,0.9166,0.0
2607.6,92.1544,115.24600219726601,0.3971,0.002,2.437,0.8906,0.0
2607.75,92.1732,112.094497680664,0.4169,0.0018,2.4459,0.8943,0.0
2607.9,92.0385,111.75830078125,0.4341,0.0013,2.4485,0.9076,0.0
2608.05,91.9023,113.442596435547,0.4149,0.0013,2.4465,0.9054,0.0
2608.2,91.8222,115.399101257324,0.3897,0.0023,2.4414,0.8852,0.0
2608.35,91.8298,116.935096740723,0.3839,0.0022,2.436,0.888,0.0
2608.5,91.9894,118.038101196289,0.3732,0.0025,2.4348,0.8829,0.0
2608.65,92.4507,117.893699645996,0.3529,0.0051,2.436,0.8537,0.0
2608.8,93.1431,116.07479858398399,0.3449,0.0095,2.4369,0.8249,0.0
2608.95,93.8244,114.744300842285,0.3537,0.0097,2.4365,0.8237,0.0
2609.1,94.6468,114.89440155029301,0.3591,0.0088,2.4311,0.8285,0.0
2609.25,95.6903,114.60720062255899,0.3595,0.0112,2.4192,0.8167,0.0
2609.4,96.7797,112.363700866699,0.3658,0.0183,2.4044,0.7913,0.0
2609.55,97.697,108.80599975585899,0.3759,0.032,2.391,0.7593,0.0
2609.7,98.4032,106.295196533203,0.3862,0.0408,2.3852,0.7441,0.0
2609.85,98.7353,105.77490234375,0.3882,0.0419,2.386,0.7424,0.0
2610.0,99.5546,105.37629699706999,0.3791,0.0485,2.3949,0.7326,0.0
2610.15,99.5205,104.563301086426,0.3564,0.07200000000000001,2.4061,0.7013,0.0
2610.3,98.476,103.966102600098,0.3421,0.071,2.4088,0.6773,0.0
2610.45,96.6409,102.802803039551,0.3448,0.0774,2.4022,0.6642,0.0
2610.6,94.8937,100.50389862060499,0.3519,0.0887,2.3937,0.6444,0.0
2610.75,93.3467,99.7181015014648,0.3523,0.0935,2.3884,0.6329,0.0
2610.9,92.5941,100.663101196289,0.3553,0.0897,2.3915,0.6491,0.0
2611.05,92.7851,101.152397155762,0.3787,0.0807,2.4012,0.6949,0.0
2611.2,93.5998,102.85009765625,0.4163,0.0273,2.4058,0.7688,0.0
2611.35,94.3096,107.45130157470699,0.4312,0.0085,2.3987,0.8302,0.0
2611.5,94.5739,111.82479858398399,0.4085,0.0077,2.3902,0.835,0.0
2611.65,94.6091,113.441703796387,0.3873,0.0102,2.3904,0.8213,0.0
2611.8,94.3321,114.533897399902,0.3935,0.0062,2.3953,0.8449,0.0
2611.95,94.4121,116.045700073242,0.4098,0.0024,2.3975,0.8849,0.0
2612.1,94.6926,115.695999145508,0.4134,0.0023,2.3974,0.8864,0.0
2612.25,94.7495,113.50469970703101,0.425,0.0026,2.3968,0.8805,0.0
2612.4,94.6274,112.516502380371,0.4426,0.0017,2.3988,0.8971,0.0
2612.55,94.2389,113.124198913574,0.4141,0.0035,2.4062,0.8688,0.0
2612.7,94.0399,112.88829803466801,0.3644,0.0144,2.4162,0.804,0.0
2612.85,94.2313,111.195999145508,0.3488,0.0278,2.4196,0.7677,0.0
2613.0,95.0875,110.516799926758,0.3597,0.0257,2.4147,0.7725,0.0
2613.15,95.4589,112.251899719238,0.36200000000000004,0.0191,2.4097,0.789,0.0
2613.3,95.1287,114.723999023438,0.3539,0.0152,2.4086,0.8014,0.0
2613.45,94.9147,114.851303100586,0.3565,0.0143,2.4061,0.8044,0.0
2613.6,95.6469,112.87560272216801,0.3653,0.0181,2.3998,0.792,0.0
2613.75,96.8193,111.462997436523,0.3757,0.0187,2.397,0.7904,0.0
2613.9,97.9855,112.148597717285,0.3967,0.0085,2.4013,0.8304,0.0
2614.05,98.4584,112.89019775390601,0.406,0.005,2.4058,0.8546,0.0
2614.2,98.381,111.329696655273,0.3803,0.015,2.4051,0.8021,0.0
2614.35,97.6747,107.735397338867,0.3613,0.0448,2.4036,0.738,0.0
2614.5,97.2208,105.39769744873001,0.3751,0.0456,2.4068,0.7367,0.0
2614.65,97.226,105.57080078125,0.3868,0.033,2.4098,0.7574,0.0
2614.8,97.6444,108.407699584961,0.4057,0.0115,2.4134,0.8155,0.0
2614.95,98.6161,112.387496948242,0.4133,0.0041,2.4097,0.8631,0.0
2615.1,99.4182,114.38939666748001,0.3989,0.0044,2.4059,0.8596,0.0
2615.25,99.5416,112.89739990234399,0.3701,0.0135,2.4104,0.8075,0.0
2615.4,99.0551,108.947898864746,0.3589,0.0319,2.4196,0.7596,0.0
2615.55,98.3746,105.926300048828,0.3852,0.0267,2.4241,0.7702,0.0
2615.7,97.8586,106.347396850586,0.4356,0.0066,2.4189,0.8416,0.0
2615.85,97.6657,108.706298828125,0.4827,0.0029,2.4059,0.8771,0.0
2616.0,98.1347,111.25039672851601,0.4949,0.0015,2.3919,0.9025,0.0
2616.15,98.9178,114.37899780273399,0.4732,0.0006,2.3817,0.9338,0.0
2616.3,99.4073,118.30519866943399,0.4489,0.0003,2.3803,0.9491,0.0
2616.45,99.5118,119.804298400879,0.4293,0.0004,2.3869,0.9416,0.0
2616.6,99.1925,117.262496948242,0.4122,0.0016,2.396,0.8993,0.0
2616.75,98.8292,114.422798156738,0.40700000000000003,0.0037,2.4,0.8667,0.0
2616.9,98.7858,114.27210235595699,0.4056,0.0042,2.3978,0.8615,0.0
2617.05,99.037,114.346801757812,0.3915,0.0071,2.3935,0.8388,0.0
2617.2,99.4647,112.399696350098,0.389,0.0121,2.3902,0.8131,0.0
2617.35,99.9284,110.115097045898,0.4121,0.0099,2.3899,0.8228,0.0
2617.5,100.1783,108.908096313477,0.4302,0.0073,2.3914,0.8375,0.0
2617.65,100.46700000000001,109.835800170898,0.4102,0.0108,2.3914,0.8185,0.0
2617.8,100.7362,112.090698242188,0.3787,0.0175,2.3881,0.7938,0.0
2617.95,100.4357,112.57579803466801,0.3611,0.0283,2.3794,0.7667,0.0
2618.1,99.6393,110.853797912598,0.3609,0.0437,2.3674,0.7396,0.0
2618.25,98.7677,110.10980224609399,0.3643,0.049,2.3611,0.7319,0.0
2618.4,98.2779,111.312599182129,0.3582,0.0447,2.3646,0.7381,0.0
2618.55,98.0278,112.163101196289,0.3462,0.0465,2.3719,0.7354,0.0
2618.7,97.619,111.82199859619101,0.3465,0.0448,2.3788,0.738,0.0
2618.85,96.9847,111.775199890137,0.3582,0.0316,2.3862,0.76,0.0
2619.0,96.2737,112.531196594238,0.36700000000000005,0.0207,2.392,0.7847,0.0
2619.15,95.6607,113.306900024414,0.3738,0.0145,2.3939,0.8036,0.0
2619.3,95.3911,113.66220092773399,0.3774,0.0122,2.3944,0.8127,0.0
2619.45,95.1206,114.373901367188,0.3803,0.0092,2.3975,0.8264,0.0
2619.6,94.6229,114.930801391602,0.3749,0.0088,2.4027,0.8285,0.0
2619.75,94.0175,114.45189666748001,0.3658,0.0121,2.4052,0.8128,0.0
2619.9,92.9976,112.255599975586,0.3526,0.0265,2.4034,0.7707,0.0
2620.05,92.5506,107.981002807617,0.3397,0.0684,2.4005,0.7074,0.0
2620.2,93.1105,104.26779937744101,0.3433,0.0756,2.4002,0.6751,0.0
2620.35,94.9652,103.61389923095699,0.3628,0.0779,2.4009,0.6967,0.0
2620.5,97.6041,105.041397094727,0.3788,0.0488,2.3991,0.7322,0.0
