DEPTH,DT,GR,NPHI,PHIE,RHOB,VCL,DepoFacies
2548.95,83.8493,62.152099609375,0.1828,0.1961,2.2435,0.14300000000000002,1.0
2549.1,85.6405,61.9262008666992,0.2057,0.2197,2.2031,0.1401,1.0
2549.25,86.9868,64.2043991088867,0.2386,0.2335,2.1789,0.1693,1.0
2549.4,87.6464,72.8364028930664,0.2782,0.2236,2.1803,0.28,2.0
2549.55,87.65299999999999,88.6095962524414,0.3045,0.1778,2.2149,0.4822,2.0
2549.7,87.191,105.572402954102,0.3135,0.076,2.2825,0.6996,2.0
2549.85,86.3678,117.312698364258,0.3124,0.0055,2.3651,0.8502,0.0
2550.0,85.1203,121.931198120117,0.303,0.0012,2.4371,0.9094,0.0
2550.15,83.4922,121.96330261230499,0.2999,0.0001,2.4854,0.9098,0.0
2550.3,81.8242,121.34359741210899,0.3109,0.0001,2.5093,0.9018,0.0
2550.45,80.5166,120.86669921875,0.3252,0.0001,2.5155,0.8957,0.0
2550.6,79.6991,119.06529998779301,0.3336,0.0001,2.516,0.8726,0.0
2550.75,79.5418,117.312599182129,0.3339,0.0001,2.5149,0.8502,0.0
2550.9,80.1071,117.335502624512,0.3283,0.0001,2.5099,0.8505,0.0
2551.05,81.0233,117.44619750976601,0.3323,0.0001,2.5001,0.8519,0.0
2551.2,82.2153,118.28589630126999,0.3449,0.0001,2.4893,0.8626,0.0
2551.35,83.656,121.034896850586,0.3472,0.0001,2.483,0.8979,0.0
2551.5,85.0244,124.021697998047,0.321,0.0001,2.4881,0.9362,0.0
2551.65,85.4422,123.23690032959,0.2714,0.0001,2.5094,0.9261,0.0
2551.8,84.6634,116.50099945068399,0.2364,0.0001,2.5419,0.8398,0.0
2551.95,83.5602,105.69329833984399,0.2274,0.0001,2.5726,0.7012,0.0
2552.1,82.609,98.4417037963867,0.23,0.0001,2.593,0.6082,0.0
2552.25,81.6001,100.26110076904301,0.2333,0.0001,2.6014,0.6316,0.0
2552.4,80.5118,108.579299926758,0.2484,0.0001,2.5949,0.7382,0.0
2552.55,79.873,116.869598388672,0.28300000000000003,0.0001,2.5727,0.8445,0.0
2552.7,79.7273,119.39330291748001,0.3018,0.0001,2.5593,0.8768,0.0
2552.85,79.8752,121.252197265625,0.3241,0.0001,2.5343,0.9490000000000001,0.0
2553.0,80.0117,121.458297729492,0.32299999999999995,0.0001,2.5171,0.9504,0.0
2553.15,80.0148,122.168800354004,0.3212,0.0001,2.5093,0.9551,0.0
2553.3,80.0905,122.193496704102,0.3245,0.0001,2.5102,0.9552,0.0
2553.45,80.4321,121.315498352051,0.3321,0.0001,2.5166,0.9494,0.0
2553.6,81.0895,121.32559967041,0.348,0.0001,2.5216,0.9495,0.0
2553.75,81.3881,122.308403015137,0.3608,0.0001,2.5191,0.956,0.0
2553.9,81.4285,123.182403564453,0.3545,0.0001,2.5142,0.9617,0.0
2554.05,81.4294,123.52310180664101,0.3463,0.0001,2.516,0.9640000000000001,0.0
2554.2,81.3017,122.949203491211,0.3398,0.0001,2.5209,0.9602,0.0
2554.35,81.2085,121.14099884033199,0.3234,0.0001,2.5202,0.9483,0.0
2554.5,80.9149,120.90119934081999,0.3078,0.0001,2.5173,0.9467,0.0
2554.65,80.3971,123.425399780273,0.3031,0.0001,2.5202,0.96,0.0
2554.8,79.7875,126.162399291992,0.3046,0.0001,2.5278,0.9813,0.0
2554.95,79.0994,127.414596557617,0.2992,0.0001,2.5326,0.9896,0.0
2555.1,78.3103,127.60189819335899,0.2868,0.0001,2.5289,0.9666,0.0
2555.25,77.7631,128.770401000977,0.2788,0.0001,2.5159,0.9459,0.0
2555.4,77.6505,132.701507568359,0.2835,0.0001,2.503,0.9426,0.0
2555.55,78.4055,137.332992553711,0.2967,0.0001,2.4983,0.9620000000000001,0.0
2555.7,80.0214,139.86950683593798,0.321,0.0001,2.4982,1.0,0.0
2555.85,82.7982,143.283706665039,0.3661,0.0001,2.4856,1.0,0.0
2556.0,86.199,149.91110229492202,0.4213,0.0001,2.4445,1.0,0.0
2556.15,88.9489,157.66110229492202,0.4256,0.0001,2.3918,1.0,0.0
2556.3,90.2326,163.445693969727,0.3799,0.0001,2.3682,0.9795,0.0
2556.45,89.9451,163.693893432617,0.3456,0.0005,2.3903,0.9394,0.0
2556.6,87.9092,156.492599487305,0.324,0.0004,2.431,0.9421,0.0
2556.75,84.9006,145.360000610352,0.2944,0.0001,2.4589,0.9167,0.0
2556.9,81.1411,134.770004272461,0.2711,0.0001,2.4744,0.8899,0.0
2557.05,78.3299,126.260696411133,0.2639,0.0001,2.4949,0.88,0.0
2557.2,76.8136,121.124900817871,0.2642,0.0001,2.5211,0.8742,0.0
2557.35,76.3302,121.171699523926,0.2613,0.0001,2.5391,0.8879,0.0
2557.5,76.4266,122.879898071289,0.2597,0.0001,2.5399,0.897,0.0
2557.65,76.7011,126.99859619140601,0.2595,0.0001,2.5205,0.9035,0.0
2557.8,77.2238,127.777099609375,0.2588,0.0001,2.4764,0.8613,0.0
2557.95,77.76100000000001,121.157501220703,0.2556,0.0315,2.4199,0.7528,0.0
2558.1,78.3177,107.269500732422,0.2516,0.0795,2.3671,0.599,0.0
2558.25,79.1147,92.3687973022461,0.2417,0.1192,2.3325,0.4466,2.0
2558.4,80.0982,84.0510025024414,0.2296,0.1356,2.3254,0.3621,2.0
2558.55,80.3896,82.6306991577148,0.2251,0.1271,2.3427,0.3626,2.0
2558.7,79.9683,83.5920028686523,0.2253,0.1138,2.3619,0.3893,2.0
2558.85,79.8757,83.9943008422852,0.2237,0.1165,2.3567,0.3836,2.0
2559.0,80.5597,83.2156982421875,0.2239,0.1298,2.3371,0.3584,2.0
2559.15,81.7385,81.53089904785159,0.2227,0.1333,2.3356,0.3435,2.0
2559.3,82.23100000000001,80.33709716796879,0.213,0.1174,2.3654,0.3489,2.0
2559.45,81.7479,80.9393997192383,0.2044,0.0948,2.401,0.3742,1.0
2559.6,80.8316,82.7416000366211,0.2068,0.0932,2.3991,0.3885,1.0
2559.75,79.9733,83.7938995361328,0.2187,0.1141,2.3617,0.3783,1.0
2559.9,79.3932,83.7024002075195,0.231,0.1354,2.3263,0.3634,1.0
2560.05,79.2416,83.293098449707,0.2369,0.1478,2.3068,0.3512,1.0
2560.2,79.3842,82.6239013671875,0.2353,0.157,2.2933,0.3297,1.0
2560.35,79.5603,81.7675018310547,0.22699999999999998,0.1657,2.2815,0.2965,1.0
2560.5,80.1713,81.3223037719727,0.2166,0.1695,2.2771,0.2698,1.0
2560.65,80.9595,80.871696472168,0.2098,0.1685,2.2804,0.2577,2.0
2560.8,81.5821,80.768798828125,0.2073,0.1671,2.2833,0.2555,2.0
2560.95,82.1159,81.67449951171879,0.2066,0.1655,2.2840000000000003,0.2609,2.0
2561.1,82.5589,82.9133987426758,0.2126,0.1613,2.2877,0.284,2.0
2561.25,83.01299999999999,84.2415008544922,0.2276,0.1557,2.2926,0.3255,2.0
2561.4,83.5194,86.1191024780273,0.2388,0.1543,2.2898,0.3555,1.0
2561.55,84.1599,87.24310302734379,0.2396,0.1592,2.279,0.3531,1.0
2561.7,84.8376,86.6865997314453,0.2446,0.1651,2.2698,0.3491,1.0
2561.85,85.4945,84.2950973510742,0.2577,0.1687,2.2684,0.35600000000000004,1.0
2562.0,85.95299999999999,80.6129989624023,0.2588,0.1731,2.2703,0.3358,1.0
2562.15,86.0917,78.9322967529297,0.2507,0.1766,2.269,0.3084,1.0
2562.3,86.2279,77.7462997436523,0.2288,0.185,2.2588,0.2496,1.0
2562.45,85.1204,80.7689971923828,0.2155,0.1845,2.2536,0.2396,1.0
2562.6,83.4536,89.1016006469727,0.2172,0.1554,2.2849,0.3302,1.0
2562.75,81.2286,101.4208984375,0.2351,0.0882,2.3673,0.5303,0.0
2562.9,79.5835,113.02459716796899,0.268,0.0065,2.4683,0.7727,0.0
2563.05,78.4473,120.726402282715,0.2998,0.0001,2.5246,0.9408,0.0
2563.2,78.2495,124.54869842529301,0.3088,0.0001,2.5249,0.9707,0.0
2563.35,78.7086,125.298301696777,0.3037,0.0001,2.5076,0.9603,0.0
2563.5,79.4932,124.74340057373001,0.3008,0.0001,2.4936,0.9367,0.0
2563.65,81.1129,124.07730102539101,0.3101,0.0001,2.4895,0.9452,0.0
2563.8,82.3594,122.590698242188,0.3349,0.0001,2.4984,0.9578,0.0
2563.95,82.6481,121.907997131348,0.3356,0.0001,2.5143,0.9533,0.0
2564.1,81.8834,124.280097961426,0.2891,0.0001,2.5257,0.9456,0.0
2564.25,80.8185,127.87680053710899,0.2494,0.0001,2.5291,0.8997,0.0
2564.4,79.6704,128.702697753906,0.2443,0.0001,2.5326,0.8993,0.0
2564.55,78.4844,125.62670135498001,0.2618,0.0001,2.5381,0.9171,0.0
2564.7,77.6433,120.515296936035,0.2736,0.0001,2.5286,0.8953,0.0
2564.85,77.2745,115.731002807617,0.2645,0.0001,2.4868,0.8034,0.0
2565.0,78.1667,111.60559844970699,0.2492,0.0388,2.4245,0.6829999999999999,0.0
2565.15,80.1286,105.61550140380899,0.2352,0.0827,2.3680000000000003,0.5588,1.0
2565.3,81.8739,96.1239013671875,0.22,0.1191,2.3294,0.428,1.0
2565.45,83.0489,84.5731964111328,0.209,0.1491,2.305,0.3063,1.0
2565.6,83.4511,74.8817977905273,0.2029,0.1723,2.2888,0.2144,1.0
2565.75,83.6946,70.1121978759766,0.1982,0.1852,2.2791,0.1642,1.0
2565.9,83.8148,69.67120361328121,0.195,0.1875,2.2765,0.1527,1.0
2566.05,83.8372,70.08450317382811,0.1956,0.1855,2.2788,0.1589,1.0
2566.2,83.5985,69.49269866943361,0.1986,0.184,2.2827,0.1646,1.0
2566.35,83.4298,68.1577987670898,0.2005,0.1853,2.2841,0.1608,1.0
2566.5,83.7384,66.46170043945311,0.1975,0.1909,2.279,0.1388,1.0
2566.65,84.5423,63.9264984130859,0.1934,0.2023,2.2664,0.1014,1.0
2566.8,85.677,62.2686996459961,0.1945,0.2124,2.2532,0.0788,1.0
2566.95,86.073,62.4110984802246,0.1959,0.2152,2.2479,0.0767,1.0
2567.1,86.5438,64.2451019287109,0.1967,0.2159,2.2417,0.0838,1.0
2567.25,86.2752,65.88690185546879,0.1973,0.2137,2.2411,0.0951,1.0
2567.4,85.1003,66.9669036865234,0.2069,0.2068,2.2501,0.1293,1.0
2567.55,83.4442,71.5642013549805,0.2275,0.1808,2.2817,0.2305,1.0
2567.7,81.8541,81.3019027709961,0.2484,0.1279,2.3443,0.3984,1.0
2567.85,80.5791,91.1601028442383,0.2559,0.0713,2.4114,0.5472,0.0
2568.0,79.8186,96.4278030395508,0.255,0.0479,2.4379,0.6078,0.0
2568.15,79.4716,98.71060180664058,0.255,0.0556,2.4214,0.6056,0.0
2568.3,79.4295,100.500099182129,0.253,0.0688,2.3974,0.5887,0.0
2568.45,79.6272,102.074501037598,0.2458,0.0745,2.3866,0.5745,0.0
2568.6,80.0556,103.025596618652,0.2381,0.0726,2.3887,0.5687,0.0
2568.75,80.5521,103.220703125,0.2281,0.0728,2.3922,0.5552,1.0
2568.9,80.9534,103.398300170898,0.2185,0.0797,2.3824,0.5285,1.0
2569.05,81.4443,103.76570129394501,0.2204,0.0912,2.3603,0.5113,1.0
2569.2,81.6932,102.413696289062,0.2309,0.1038,2.3412,0.5018,1.0
2569.35,81.49,98.8564987182617,0.2365,0.1126,2.3328,0.48,1.0
2569.5,80.9704,95.1697998046875,0.2387,0.11900000000000001,2.3292,0.456,1.0
2569.65,80.6007,92.67410278320308,0.2459,0.1237,2.3249,0.4484,1.0
2569.8,80.5598,91.0201034545898,0.2475,0.1259,2.3246,0.4401,1.0
