wellName,datasetName,DEPT,DT,FACIES_2010_New,GR,NPHI,PHIE,RHOB,VCL
,,m,us/ft,unitless,gAPI,V/V,V/V,g/cm3,V/V
15_1-SD-6X,LQC,1237.87,-9999,-9999,23.173606873,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1238.02,-9999,-9999,22.23443222,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1238.17,-9999,-9999,22.413793564,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1238.32,-9999,-9999,23.515533447,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1238.47,-9999,-9999,23.899663925,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1238.62,-9999,-9999,23.2056427,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1238.77,-9999,-9999,23.303949356,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1238.92,-9999,-9999,24.406375885,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1239.07,-9999,-9999,24.673919678,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1239.22,-9999,-9999,24.243865967,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1239.37,-9999,-9999,22.048217773,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1239.52,-9999,-9999,20.026533127,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1239.67,-9999,-9999,19.084106445,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1239.82,-9999,-9999,19.176996231,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1239.97,-9999,-9999,20.900880814,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1240.12,-9999,-9999,22.045518875,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1240.27,-9999,-9999,22.408567429,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1240.42,-9999,-9999,21.347766876,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1240.57,-9999,-9999,19.146966934,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1240.72,-9999,-9999,18.384532928,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1240.87,-9999,-9999,19.989244461,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1241.02,-9999,-9999,19.640359879,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1241.17,-9999,-9999,19.918878555,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1241.32,-9999,-9999,17.444581985,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1241.47,-9999,-9999,18.579711914,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1241.62,-9999,-9999,17.642261505,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1241.77,-9999,-9999,18.388305664,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1241.92,-9999,-9999,17.33278656,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1242.07,-9999,-9999,18.195907593,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1242.22,-9999,-9999,18.929861069,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1242.37,-9999,-9999,22.316677094,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1242.52,-9999,-9999,25.094316483,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1242.67,-9999,-9999,27.570158005,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1242.82,-9999,-9999,27.065979004,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1242.97,-9999,-9999,26.00850296,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1243.12,-9999,-9999,25.854848862,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1243.27,-9999,-9999,23.680084229,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1243.42,-9999,-9999,20.543125153,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1243.57,-9999,-9999,17.968564987,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1243.72,-9999,-9999,18.168178558,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1243.87,-9999,-9999,19.871643066,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1244.02,-9999,-9999,20.104000092,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1244.17,-9999,-9999,20.713582993,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1244.32,-9999,-9999,21.35669899,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1244.47,-9999,-9999,22.196172714,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1244.62,-9999,-9999,22.747234344,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1244.77,-9999,-9999,22.14233017,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1244.92,-9999,-9999,23.138933182,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1245.07,-9999,-9999,25.022130966,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1245.22,-9999,-9999,28.166124344,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1245.37,-9999,-9999,29.463884354,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1245.52,-9999,-9999,29.959768295,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1245.67,-9999,-9999,29.004108429,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1245.82,-9999,-9999,29.02850914,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1245.97,-9999,-9999,29.03430748,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1246.12,-9999,-9999,28.70182991,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1246.27,-9999,-9999,28.173711777,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1246.42,-9999,-9999,29.174131393,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1246.57,-9999,-9999,31.016046524,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1246.72,-9999,-9999,31.374130249,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1246.87,-9999,-9999,29.817123413,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1247.02,-9999,-9999,28.407585144,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1247.17,-9999,-9999,28.595113754,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1247.32,-9999,-9999,30.17433548,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1247.47,-9999,-9999,32.195953369,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1247.62,-9999,-9999,32.754520416,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1247.77,-9999,-9999,31.776205063,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1247.92,-9999,-9999,31.270042419,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1248.07,-9999,-9999,31.960172653,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1248.22,-9999,-9999,32.868839264,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1248.37,-9999,-9999,33.335071564,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1248.52,-9999,-9999,33.396194458,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1248.67,-9999,-9999,33.676959991,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1248.82,-9999,-9999,34.944335938,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1248.97,-9999,-9999,35.918727875,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1249.12,-9999,-9999,36.55153656,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1249.27,-9999,-9999,34.117229462,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1249.42,-9999,-9999,31.835062027,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1249.57,-9999,-9999,31.386768341,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1249.72,-9999,-9999,33.136825562,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1249.87,-9999,-9999,33.881855011,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1250.02,-9999,-9999,34.031085968,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1250.17,-9999,-9999,35.171947479,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1250.32,-9999,-9999,37.667442322,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1250.47,-9999,-9999,40.503528595,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1250.62,-9999,-9999,43.473144531,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1250.77,-9999,-9999,47.327602386,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1250.92,-9999,-9999,46.905857086,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1251.07,-9999,-9999,47.236633301,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1251.22,-9999,-9999,45.632575989,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1251.37,-9999,-9999,45.726566315,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1251.52,-9999,-9999,44.354885101,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1251.67,-9999,-9999,41.779407501,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1251.81,-9999,-9999,41.543758392,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1251.96,-9999,-9999,40.983551025,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1252.11,-9999,-9999,40.839782715,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1252.26,-9999,-9999,41.785980225,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1252.41,-9999,-9999,40.650520325,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1252.56,-9999,-9999,40.996814728,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1252.71,-9999,-9999,41.225563049,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1252.86,-9999,-9999,41.006420135,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1253.01,-9999,-9999,42.276973724,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1253.16,-9999,-9999,43.731563568,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1253.31,-9999,-9999,42.608562469,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1253.46,-9999,-9999,38.929584503,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1253.61,-9999,-9999,35.880580902,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1253.76,-9999,-9999,35.774517059,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1253.91,-9999,-9999,36.37550354,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1254.06,-9999,-9999,36.616844177,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1254.21,-9999,-9999,38.785945892,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1254.36,-9999,-9999,41.216785431,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1254.51,-9999,-9999,41.793445587,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1254.66,-9999,-9999,41.580429077,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1254.81,-9999,-9999,40.781768799,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1254.96,-9999,-9999,42.484302521,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1255.11,-9999,-9999,42.571399689,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1255.26,-9999,-9999,42.766288757,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1255.41,-9999,-9999,41.051181793,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1255.56,-9999,-9999,40.072441101,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1255.71,-9999,-9999,39.309806824,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1255.86,-9999,-9999,39.34161377,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1256.01,-9999,-9999,39.668064117,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1256.16,-9999,-9999,41.585067749,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1256.31,-9999,-9999,44.46528244,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1256.46,-9999,-9999,47.241539001,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1256.61,-9999,-9999,48.566169739,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1256.76,-9999,-9999,48.292339325,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1256.91,-9999,-9999,49.619659424,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1257.06,-9999,-9999,52.248767853,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1257.21,-9999,-9999,54.734600067,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1257.36,-9999,-9999,53.473617554,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1257.51,-9999,-9999,48.985988617,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1257.66,-9999,-9999,43.730976105,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1257.81,-9999,-9999,40.69379425,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1257.96,-9999,-9999,37.96062088,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1258.11,-9999,-9999,36.471065521,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1258.26,-9999,-9999,35.601398468,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1258.41,-9999,-9999,35.768398285,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1258.56,-9999,-9999,36.967567444,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1258.71,-9999,-9999,37.993354797,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1258.86,-9999,-9999,38.351398468,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1259.01,-9999,-9999,37.085819244,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1259.16,-9999,-9999,34.859436035,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1259.31,-9999,-9999,35.964691162,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1259.46,-9999,-9999,38.113132477,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1259.61,-9999,-9999,39.657459259,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1259.76,-9999,-9999,41.214523315,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1259.91,-9999,-9999,44.345916748,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1260.06,-9999,-9999,50.284454346,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1260.21,-9999,-9999,52.127006531,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1260.36,-9999,-9999,48.597522736,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1260.51,-9999,-9999,43.439666748,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1260.66,-9999,-9999,40.890480042,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1260.81,-9999,-9999,43.697845459,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1260.96,-9999,-9999,44.559280396,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1261.11,-9999,-9999,44.085800171,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1261.26,-9999,-9999,41.436710358,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1261.41,-9999,-9999,40.027370453,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1261.56,-9999,-9999,40.784954071,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1261.71,-9999,-9999,40.944786072,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1261.86,-9999,-9999,41.779830933,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1262.01,-9999,-9999,40.217731476,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1262.16,-9999,-9999,39.362636566,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1262.31,-9999,-9999,37.484836578,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1262.46,-9999,-9999,38.361591339,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1262.61,-9999,-9999,39.952831268,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1262.76,-9999,-9999,40.394561768,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1262.91,-9999,-9999,41.088378906,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1263.06,-9999,-9999,41.968147278,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1263.21,-9999,-9999,44.183452606,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1263.36,-9999,-9999,44.87512207,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1263.51,-9999,-9999,43.939678192,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1263.66,-9999,-9999,41.828594208,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1263.81,-9999,-9999,39.970527649,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1263.96,-9999,-9999,39.764034271,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1264.11,-9999,-9999,40.406173706,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1264.26,-9999,-9999,39.924381256,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1264.41,-9999,-9999,40.069637299,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1264.56,-9999,-9999,40.417705536,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1264.71,-9999,-9999,40.837734222,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1264.86,-9999,-9999,38.190097809,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1265.01,-9999,-9999,36.61492157,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1265.16,-9999,-9999,36.574214935,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1265.31,-9999,-9999,38.688152313,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1265.46,-9999,-9999,39.599380493,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1265.61,-9999,-9999,38.879322052,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1265.76,-9999,-9999,38.843959808,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1265.91,-9999,-9999,39.481468201,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1266.06,-9999,-9999,40.099246979,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1266.21,-9999,-9999,39.165901184,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1266.36,-9999,-9999,37.826992035,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1266.51,-9999,-9999,36.807907104,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1266.66,-9999,-9999,35.706565857,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1266.8,-9999,-9999,35.62834549,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1266.95,-9999,-9999,36.285518646,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1267.1,-9999,-9999,37.220943451,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1267.25,-9999,-9999,39.997489929,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1267.4,-9999,-9999,39.943729401,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1267.55,-9999,-9999,41.957435608,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1267.7,-9999,-9999,40.438560486,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1267.85,-9999,-9999,41.868618011,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1268,-9999,-9999,41.736469269,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1268.15,-9999,-9999,41.751842499,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1268.3,-9999,-9999,39.512729645,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1268.45,-9999,-9999,38.210884094,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1268.6,-9999,-9999,36.579551697,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1268.75,-9999,-9999,38.111709595,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1268.9,-9999,-9999,40.888145447,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1269.05,-9999,-9999,41.898513794,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1269.2,-9999,-9999,43.783977509,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1269.35,-9999,-9999,43.16942215,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1269.5,-9999,-9999,43.876979828,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1269.65,-9999,-9999,41.534362793,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1269.8,-9999,-9999,40.59998703,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1269.95,-9999,-9999,40.222698212,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1270.1,-9999,-9999,40.017570496,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1270.25,-9999,-9999,38.923240662,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1270.4,-9999,-9999,36.313575745,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1270.55,-9999,-9999,35.068786621,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1270.7,-9999,-9999,36.068244934,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1270.85,-9999,-9999,37.670452118,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1271,-9999,-9999,39.110805511,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1271.15,-9999,-9999,41.558502197,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1271.3,-9999,-9999,43.092403412,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1271.45,-9999,-9999,42.06186676,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1271.6,-9999,-9999,37.743034363,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1271.75,-9999,-9999,37.123851776,-9999,-9999,-9999,-9999
15_1-SD-6X,LQC,1271.9,-9999,-9999,40.044960022,-9999,-9999,-9999,-9999
