wellName,datasetName,DEPTH,DepoFacies,DT,Facies,GR,NPHI,PHIE,RHOB,VCL
,,M,unitless,US/F,unitless,GAPI,frac,V/V,g/cm3,V/V
SVNE-2P,SVNE-2P,2529,0,76.0455,-9999,125.638801574707,0.243,0.0001,2.4938,0.8706
SVNE-2P,SVNE-2P,2529.15,0,76.6022,1,123.799598693848,0.2519,0.0001,2.4761,0.8564
SVNE-2P,SVNE-2P,2529.3,0,77.465,1,119.013397216797,0.2617,0.0024,2.458,0.8244
SVNE-2P,SVNE-2P,2529.45,0,78.7762,1,112.529403686523,0.2673,0.0351,2.4194,0.75
SVNE-2P,SVNE-2P,2529.6,0,80.5203,1,102.178100585938,0.2607,0.0882,2.3523,0.5942
SVNE-2P,SVNE-2P,2529.75,0,82.5641,1,88.622200012207,0.2344,0.151,2.2829,0.376
SVNE-2P,SVNE-2P,2529.9,2,84.6918,0,75.646598815918,0.2063,0.1974,2.2379,0.1854
SVNE-2P,SVNE-2P,2530.05,2,86.5362,0,65.6230010986328,0.1951,0.219,2.2204,0.095
SVNE-2P,SVNE-2P,2530.2,2,87.6574,0,59.1248016357422,0.2038,0.233,2.2178,0.0528
SVNE-2P,SVNE-2P,2530.35,2,88.0676,0,55.7690010070801,0.223,0.2394,2.2198,0.0691
SVNE-2P,SVNE-2P,2530.5,2,88.2754,0,54.0742988586426,0.2367,0.2413,2.2205,0.0861
SVNE-2P,SVNE-2P,2530.65,2,88.5947,0,53.834098815918,0.2363,0.2424,2.2193,0.0824
SVNE-2P,SVNE-2P,2530.8,2,89.0675,0,54.9570999145508,0.227,0.2486,2.2163,0.0438
SVNE-2P,SVNE-2P,2530.95,2,89.378,0,56.3516006469727,0.2208,0.2504,2.2136,0.0305
SVNE-2P,SVNE-2P,2531.1,2,89.4005,0,56.6263999938965,0.2201,0.2487,2.2157,0.0336
SVNE-2P,SVNE-2P,2531.25,2,89.1267,0,56.4087982177734,0.2163,0.2446,2.2234,0.0331
SVNE-2P,SVNE-2P,2531.4,2,88.7046,0,56.6417999267578,0.2071,0.2384,2.234,0.0282
SVNE-2P,SVNE-2P,2531.55,2,88.4104,0,56.5308990478516,0.2013,0.2334,2.2431,0.0261
SVNE-2P,SVNE-2P,2531.7,2,88.2862,0,55.8431015014648,0.2055,0.2336,2.2434,0.0311
SVNE-2P,SVNE-2P,2531.85,2,88.3137,0,56.3987007141113,0.2137,0.2397,2.2315,0.0371
SVNE-2P,SVNE-2P,2532,2,88.3512,0,58.3412017822266,0.2151,0.2441,2.2175,0.0381
SVNE-2P,SVNE-2P,2532.15,2,88.2833,0,59.8513984680176,0.2116,0.2441,2.2109,0.0345
SVNE-2P,SVNE-2P,2532.3,2,88.1361,0,61.375301361084,0.2142,0.2421,2.2086,0.0485
SVNE-2P,SVNE-2P,2532.45,2,87.9097,0,63.3843994140625,0.218,0.2381,2.2081,0.0708
SVNE-2P,SVNE-2P,2532.6,2,87.4837,0,64.8712005615234,0.2118,0.2318,2.2144,0.0764
SVNE-2P,SVNE-2P,2532.75,2,86.7891,0,65.8470001220703,0.2012,0.2219,2.2293,0.0793
SVNE-2P,SVNE-2P,2532.9,2,85.9528,0,67.3658981323242,0.1953,0.2095,2.246,0.098
SVNE-2P,SVNE-2P,2533.05,2,85.1926,0,70.3211975097656,0.1937,0.1983,2.2564,0.1289
SVNE-2P,SVNE-2P,2533.2,2,84.552,0,74.8557968139648,0.1978,0.1891,2.2587,0.1739
SVNE-2P,SVNE-2P,2533.35,2,84.0661,0,77.8094024658203,0.2106,0.1838,2.2578,0.2213
SVNE-2P,SVNE-2P,2533.5,2,83.9178,0,76.6240005493164,0.2211,0.184,2.2591,0.2356
SVNE-2P,SVNE-2P,2533.65,2,83.9445,0,75.0431976318359,0.2212,0.1855,2.2609,0.2261
SVNE-2P,SVNE-2P,2533.8,2,84.1735,0,72.1712036132812,0.2142,0.1877,2.2664,0.1967
SVNE-2P,SVNE-2P,2533.95,2,84.2709,0,71.2649002075195,0.2105,0.1852,2.2734,0.1905
SVNE-2P,SVNE-2P,2534.1,2,84.0411,0,72.8893966674805,0.2162,0.1776,2.2805,0.2226
SVNE-2P,SVNE-2P,2534.25,2,83.7832,0,75.4446029663086,0.2219,0.1694,2.2858,0.2597
SVNE-2P,SVNE-2P,2534.4,1,83.8003,0,76.8161010742188,0.2209,0.1693,2.2824,0.2639
SVNE-2P,SVNE-2P,2534.55,1,84.2261,0,76.8159027099609,0.2161,0.1771,2.2705,0.24
SVNE-2P,SVNE-2P,2534.7,1,84.9474,0,75.9310989379883,0.2099,0.1846,2.2616,0.2102
SVNE-2P,SVNE-2P,2534.85,1,85.7634,0,74.3425979614258,0.2066,0.1875,2.2615,0.1915
SVNE-2P,SVNE-2P,2535,1,86.2093,0,73.7889022827148,0.2102,0.188,2.2616,0.1949
SVNE-2P,SVNE-2P,2535.15,1,86.3982,0,76.548698425293,0.2158,0.1895,2.251,0.2146
SVNE-2P,SVNE-2P,2535.3,1,86.5404,0,81.5282974243164,0.2103,0.1959,2.2295,0.2153
SVNE-2P,SVNE-2P,2535.45,1,86.5951,0,84.8122024536133,0.1944,0.1983,2.2113,0.215
SVNE-2P,SVNE-2P,2535.6,1,86.4356,0,82.9423980712891,0.1817,0.1956,2.2156,0.2011
SVNE-2P,SVNE-2P,2535.75,2,86.1164,0,77.5923004150391,0.1817,0.191,2.2462,0.1611
SVNE-2P,SVNE-2P,2535.9,2,85.7204,0,73.6279983520508,0.1877,0.1799,2.2778,0.1662
SVNE-2P,SVNE-2P,2536.05,2,85.4748,0,74.779296875,0.1927,0.1757,2.2809,0.1887
SVNE-2P,SVNE-2P,2536.2,2,85.7832,0,80.4928970336914,0.1959,0.1788,2.2617,0.2155
SVNE-2P,SVNE-2P,2536.35,2,85.9758,0,86.616096496582,0.1983,0.1782,2.248,0.2501
SVNE-2P,SVNE-2P,2536.5,2,85.9125,0,87.4216995239258,0.1996,0.1752,2.251,0.2623
SVNE-2P,SVNE-2P,2536.65,2,85.6267,0,81.9404983520508,0.2017,0.1763,2.2614,0.2379
SVNE-2P,SVNE-2P,2536.8,2,85.675,0,75.0410995483398,0.2027,0.184,2.2657,0.1935
SVNE-2P,SVNE-2P,2536.95,2,86.0706,0,70.3600006103516,0.2028,0.1952,2.2601,0.1523
SVNE-2P,SVNE-2P,2537.1,2,86.481,0,67.5469970703125,0.2061,0.2062,2.25,0.1263
SVNE-2P,SVNE-2P,2537.25,2,86.8603,0,66.8460998535156,0.2101,0.2095,2.2462,0.1248
SVNE-2P,SVNE-2P,2537.4,2,87.4671,0,72.1496963500977,0.2176,0.1881,2.2658,0.2028
SVNE-2P,SVNE-2P,2537.55,2,88.5144,0,87.6178970336914,0.2414,0.1129,2.3196,0.5086
SVNE-2P,SVNE-2P,2537.7,0,89.318,1,109.916603088379,0.2903,0.0109,2.3919,0.8183
SVNE-2P,SVNE-2P,2537.85,0,89.3505,1,127.664703369141,0.3495,0.0001,2.4465,1
SVNE-2P,SVNE-2P,2538,0,88.5922,-9999,133.917098999023,0.3639,0.0001,2.4706,1
SVNE-2P,SVNE-2P,2538.15,0,86.9108,-9999,133.149795532227,0.3244,0.0001,2.4827,1
SVNE-2P,SVNE-2P,2538.3,0,84.3811,-9999,131.471405029297,0.2815,0.0001,2.4922,1
SVNE-2P,SVNE-2P,2538.45,0,82.9881,-9999,130.427093505859,0.2688,0.0001,2.4929,1
SVNE-2P,SVNE-2P,2538.6,0,80.6456,-9999,126.876800537109,0.261,0.0001,2.483,1
SVNE-2P,SVNE-2P,2538.75,0,79.2416,-9999,122.268997192383,0.2636,0.0001,2.4635,0.9898
SVNE-2P,SVNE-2P,2538.9,0,79.1215,-9999,118.636199951172,0.2614,0.0001,2.4386,0.9394
SVNE-2P,SVNE-2P,2539.05,0,80.2325,1,114.373199462891,0.2582,0.0001,2.4023,0.8802
SVNE-2P,SVNE-2P,2539.2,1,81.6402,1,108.285598754883,0.2586,0.0104,2.3599,0.7956
SVNE-2P,SVNE-2P,2539.35,1,82.7929,0,102.284301757812,0.25,0.0645,2.3312,0.7123
SVNE-2P,SVNE-2P,2539.5,1,83.6785,0,98.427001953125,0.2312,0.0847,2.3235,0.6587
SVNE-2P,SVNE-2P,2539.65,1,84.159,0,96.2115020751953,0.2181,0.0862,2.3244,0.6279
SVNE-2P,SVNE-2P,2539.8,1,84.1331,0,93.8438034057617,0.2168,0.0928,2.3217,0.5951
SVNE-2P,SVNE-2P,2539.95,1,83.6766,0,90.6865005493164,0.2209,0.1054,2.3152,0.5512
SVNE-2P,SVNE-2P,2540.1,1,82.9653,0,88.7173004150391,0.2251,0.11,2.3102,0.5239
SVNE-2P,SVNE-2P,2540.25,1,82.3256,0,89.5112991333008,0.2239,0.1086,2.3088,0.5349
SVNE-2P,SVNE-2P,2540.4,1,82.1483,0,90.5787963867188,0.2145,0.1072,2.3074,0.5497
SVNE-2P,SVNE-2P,2540.55,1,82.4936,0,89.7494964599609,0.2033,0.1074,2.3046,0.5382
SVNE-2P,SVNE-2P,2540.7,1,83.0407,0,86.8622970581055,0.1973,0.1117,2.3085,0.4981
SVNE-2P,SVNE-2P,2540.85,1,83.297,0,83.5063018798828,0.1951,0.1107,2.3232,0.4515
SVNE-2P,SVNE-2P,2541,1,83.0063,0,81.6402969360352,0.1984,0.1095,2.3378,0.4256
SVNE-2P,SVNE-2P,2541.15,1,82.4435,0,81.0979995727539,0.2077,0.1138,2.3358,0.418
SVNE-2P,SVNE-2P,2541.3,1,82.0489,0,80.2437973022461,0.2126,0.1232,2.3216,0.4062
SVNE-2P,SVNE-2P,2541.45,1,82.0509,0,79.9405975341797,0.2095,0.1275,2.3113,0.402
SVNE-2P,SVNE-2P,2541.6,1,82.6122,0,80.8928985595703,0.214,0.1276,2.308,0.4152
SVNE-2P,SVNE-2P,2541.75,1,83.8126,0,80.8890991210938,0.2322,0.1349,2.3018,0.4151
SVNE-2P,SVNE-2P,2541.9,1,85.459,0,79.7186965942383,0.2467,0.1504,2.2822,0.3989
SVNE-2P,SVNE-2P,2542.05,1,87.0809,0,79.5039978027344,0.247,0.1613,2.2565,0.3959
SVNE-2P,SVNE-2P,2542.2,1,88.0749,0,79.1481018066406,0.243,0.1656,2.2455,0.3909
SVNE-2P,SVNE-2P,2542.35,1,88.1691,0,77.097297668457,0.2355,0.1643,2.2567,0.3625
SVNE-2P,SVNE-2P,2542.5,1,87.557,0,75.2955017089844,0.2237,0.1578,2.2764,0.3374
SVNE-2P,SVNE-2P,2542.65,1,86.4588,0,75.0231018066406,0.2122,0.1509,2.2874,0.3337
SVNE-2P,SVNE-2P,2542.8,1,85.0946,0,74.9578018188477,0.2047,0.1493,2.2866,0.3327
SVNE-2P,SVNE-2P,2542.95,1,83.7832,0,74.2507019042969,0.202,0.1558,2.2734,0.3229
SVNE-2P,SVNE-2P,2543.1,1,83.1764,0,73.8797988891602,0.2036,0.1611,2.2638,0.3178
SVNE-2P,SVNE-2P,2543.25,1,82.3444,0,73.5643005371094,0.2152,0.1704,2.2505,0.3134
SVNE-2P,SVNE-2P,2543.4,1,82.0411,0,73.3159027099609,0.2356,0.179,2.2574,0.2861
SVNE-2P,SVNE-2P,2543.55,1,82.0437,0,72.9256973266602,0.2526,0.1783,2.2896,0.2811
SVNE-2P,SVNE-2P,2543.7,1,81.7356,1,75.2565994262695,0.2577,0.1515,2.3441,0.311
SVNE-2P,SVNE-2P,2543.85,1,80.7072,1,86.4421005249023,0.2559,0.093,2.4107,0.4544
SVNE-2P,SVNE-2P,2544,0,79.7935,1,103.641502380371,0.2476,0.023,2.4583,0.6749
SVNE-2P,SVNE-2P,2544.15,0,79.4091,1,113.798500061035,0.2324,0.0001,2.4614,0.8051
SVNE-2P,SVNE-2P,2544.3,0,79.0889,-9999,111.855003356934,0.2188,0.0001,2.4416,0.7802
SVNE-2P,SVNE-2P,2544.45,0,78.9224,-9999,107.346099853516,0.2137,0.0001,2.4281,0.7224
SVNE-2P,SVNE-2P,2544.6,0,79.0348,-9999,107.22679901123,0.2138,0.0001,2.423,0.7209
SVNE-2P,SVNE-2P,2544.75,0,79.357,-9999,108.986602783203,0.2113,0.0001,2.4229,0.7434
SVNE-2P,SVNE-2P,2544.9,0,79.7897,-9999,110.235397338867,0.2049,0.0001,2.4236,0.7594
SVNE-2P,SVNE-2P,2545.05,0,80.3248,1,110.392196655273,0.2062,0.0001,2.4123,0.7614
SVNE-2P,SVNE-2P,2545.2,0,80.6814,1,108.582000732422,0.2197,0.0395,2.388,0.7382
SVNE-2P,SVNE-2P,2545.35,0,81.0032,1,106.516700744629,0.2302,0.0567,2.3661,0.7118
SVNE-2P,SVNE-2P,2545.5,0,80.9595,1,107.209098815918,0.225,0.0576,2.3547,0.7206
SVNE-2P,SVNE-2P,2545.65,0,80.3105,1,108.857902526855,0.2136,0.0001,2.3632,0.7418
SVNE-2P,SVNE-2P,2545.8,0,79.4701,-9999,109.29239654541,0.2115,0.0001,2.3956,0.7473
SVNE-2P,SVNE-2P,2545.95,0,78.7008,-9999,110.703102111816,0.22,0.0001,2.4375,0.7654
SVNE-2P,SVNE-2P,2546.1,0,78.3367,-9999,113.79419708252,0.2328,0.0001,2.4593,0.8051
SVNE-2P,SVNE-2P,2546.25,0,78.2707,-9999,116.673896789551,0.2421,0.0001,2.4506,0.842
SVNE-2P,SVNE-2P,2546.4,0,78.5584,-9999,118.00659942627,0.2434,0.0001,2.4263,0.8591
SVNE-2P,SVNE-2P,2546.55,0,79.1241,-9999,117.658996582031,0.2376,0.0001,2.4073,0.8546
SVNE-2P,SVNE-2P,2546.7,0,79.6041,-9999,116.321296691895,0.2335,0.0001,2.4029,0.8375
SVNE-2P,SVNE-2P,2546.85,0,80.0985,-9999,116.41089630127,0.2406,0.0001,2.411,0.8386
SVNE-2P,SVNE-2P,2547,0,80.648,1,117.509101867676,0.2605,0.0001,2.4282,0.8527
SVNE-2P,SVNE-2P,2547.15,0,80.4921,1,119.815101623535,0.2866,0.0025,2.4513,0.8822
SVNE-2P,SVNE-2P,2547.3,0,79.6922,1,123.768402099609,0.2951,0.0001,2.4754,0.9329
SVNE-2P,SVNE-2P,2547.45,0.2,78.796,-9999,125.701499938965,0.2715,0.0001,2.4961,0.9577
SVNE-2P,SVNE-2P,2547.6,0.4,78.1114,-9999,123.52799987793,0.245,0.0001,2.5042,0.9298
SVNE-2P,SVNE-2P,2547.75,0.6,77.7219,-9999,119.675796508789,0.2241,0.0001,2.4835,0.8805
SVNE-2P,SVNE-2P,2547.9,0.8,77.5803,-9999,116.992202758789,0.2117,0.0001,2.4603,0.8461
SVNE-2P,SVNE-2P,2548.05,1,77.5789,0,107.400703430176,0.1859,0.0001,2.3999,0.7231
SVNE-2P,SVNE-2P,2548.2,1,77.8619,0,92.3382034301758,0.1689,0.082,2.3417,0.53
SVNE-2P,SVNE-2P,2548.35,1,78.2766,0,78.2559967041016,0.16,0.1284,2.3038,0.3494
SVNE-2P,SVNE-2P,2548.5,1,79.076,0,69.8904037475586,0.1541,0.1504,2.2919,0.2422
SVNE-2P,SVNE-2P,2548.65,1,80.3961,0,65.986701965332,0.1544,0.159,2.2929,0.1921
SVNE-2P,SVNE-2P,2548.8,1,82.0407,0,63.6232986450195,0.1652,0.1727,2.28,0.1618
SVNE-2P,SVNE-2P,2548.95,1,83.8493,0,62.152099609375,0.1828,0.1961,2.2435,0.143
SVNE-2P,SVNE-2P,2549.1,1,85.6405,0,61.9262008666992,0.2057,0.2197,2.2031,0.1401
SVNE-2P,SVNE-2P,2549.25,1,86.9868,0,64.2043991088867,0.2386,0.2335,2.1789,0.1693
SVNE-2P,SVNE-2P,2549.4,2,87.6464,0,72.8364028930664,0.2782,0.2236,2.1803,0.28
SVNE-2P,SVNE-2P,2549.55,2,87.653,0,88.6095962524414,0.3045,0.1778,2.2149,0.4822
SVNE-2P,SVNE-2P,2549.7,2,87.191,0,105.572402954102,0.3135,0.076,2.2825,0.6996
SVNE-2P,SVNE-2P,2549.85,0,86.3678,1,117.312698364258,0.3124,0.0055,2.3651,0.8502
SVNE-2P,SVNE-2P,2550,0,85.1203,1,121.931198120117,0.303,0.0012,2.4371,0.9094
SVNE-2P,SVNE-2P,2550.15,0,83.4922,1,121.963302612305,0.2999,0.0001,2.4854,0.9098
SVNE-2P,SVNE-2P,2550.3,0,81.8242,-9999,121.343597412109,0.3109,0.0001,2.5093,0.9018
SVNE-2P,SVNE-2P,2550.45,0,80.5166,-9999,120.86669921875,0.3252,0.0001,2.5155,0.8957
SVNE-2P,SVNE-2P,2550.6,0,79.6991,-9999,119.065299987793,0.3336,0.0001,2.516,0.8726
SVNE-2P,SVNE-2P,2550.75,0,79.5418,-9999,117.312599182129,0.3339,0.0001,2.5149,0.8502
SVNE-2P,SVNE-2P,2550.9,0,80.1071,-9999,117.335502624512,0.3283,0.0001,2.5099,0.8505
SVNE-2P,SVNE-2P,2551.05,0,81.0233,-9999,117.446197509766,0.3323,0.0001,2.5001,0.8519
SVNE-2P,SVNE-2P,2551.2,0,82.2153,-9999,118.28589630127,0.3449,0.0001,2.4893,0.8626
SVNE-2P,SVNE-2P,2551.35,0,83.656,-9999,121.034896850586,0.3472,0.0001,2.483,0.8979
SVNE-2P,SVNE-2P,2551.5,0,85.0244,-9999,124.021697998047,0.321,0.0001,2.4881,0.9362
SVNE-2P,SVNE-2P,2551.65,0,85.4422,-9999,123.23690032959,0.2714,0.0001,2.5094,0.9261
SVNE-2P,SVNE-2P,2551.8,0,84.6634,-9999,116.500999450684,0.2364,0.0001,2.5419,0.8398
SVNE-2P,SVNE-2P,2551.95,0,83.5602,-9999,105.693298339844,0.2274,0.0001,2.5726,0.7012
SVNE-2P,SVNE-2P,2552.1,0,82.609,-9999,98.4417037963867,0.23,0.0001,2.593,0.6082
SVNE-2P,SVNE-2P,2552.25,0,81.6001,-9999,100.261100769043,0.2333,0.0001,2.6014,0.6316
SVNE-2P,SVNE-2P,2552.4,0,80.5118,-9999,108.579299926758,0.2484,0.0001,2.5949,0.7382
SVNE-2P,SVNE-2P,2552.55,0,79.873,-9999,116.869598388672,0.283,0.0001,2.5727,0.8445
SVNE-2P,SVNE-2P,2552.7,0,79.7273,-9999,119.39330291748,0.3018,0.0001,2.5593,0.8768
SVNE-2P,SVNE-2P,2552.85,0,79.8752,-9999,121.252197265625,0.3241,0.0001,2.5343,0.949
SVNE-2P,SVNE-2P,2553,0,80.0117,-9999,121.458297729492,0.323,0.0001,2.5171,0.9504
SVNE-2P,SVNE-2P,2553.15,0,80.0148,-9999,122.168800354004,0.3212,0.0001,2.5093,0.9551
SVNE-2P,SVNE-2P,2553.3,0,80.0905,-9999,122.193496704102,0.3245,0.0001,2.5102,0.9552
SVNE-2P,SVNE-2P,2553.45,0,80.4321,-9999,121.315498352051,0.3321,0.0001,2.5166,0.9494
SVNE-2P,SVNE-2P,2553.6,0,81.0895,-9999,121.32559967041,0.348,0.0001,2.5216,0.9495
SVNE-2P,SVNE-2P,2553.75,0,81.3881,-9999,122.308403015137,0.3608,0.0001,2.5191,0.956
SVNE-2P,SVNE-2P,2553.9,0,81.4285,-9999,123.182403564453,0.3545,0.0001,2.5142,0.9617
SVNE-2P,SVNE-2P,2554.05,0,81.4294,-9999,123.523101806641,0.3463,0.0001,2.516,0.964
SVNE-2P,SVNE-2P,2554.2,0,81.3017,-9999,122.949203491211,0.3398,0.0001,2.5209,0.9602
SVNE-2P,SVNE-2P,2554.35,0,81.2085,-9999,121.140998840332,0.3234,0.0001,2.5202,0.9483
SVNE-2P,SVNE-2P,2554.5,0,80.9149,-9999,120.90119934082,0.3078,0.0001,2.5173,0.9467
SVNE-2P,SVNE-2P,2554.65,0,80.3971,-9999,123.425399780273,0.3031,0.0001,2.5202,0.96
SVNE-2P,SVNE-2P,2554.8,0,79.7875,-9999,126.162399291992,0.3046,0.0001,2.5278,0.9813
SVNE-2P,SVNE-2P,2554.95,0,79.0994,-9999,127.414596557617,0.2992,0.0001,2.5326,0.9896
SVNE-2P,SVNE-2P,2555.1,0,78.3103,-9999,127.601898193359,0.2868,0.0001,2.5289,0.9666
SVNE-2P,SVNE-2P,2555.25,0,77.7631,-9999,128.770401000977,0.2788,0.0001,2.5159,0.9459
SVNE-2P,SVNE-2P,2555.4,0,77.6505,-9999,132.701507568359,0.2835,0.0001,2.503,0.9426
SVNE-2P,SVNE-2P,2555.55,0,78.4055,-9999,137.332992553711,0.2967,0.0001,2.4983,0.962
SVNE-2P,SVNE-2P,2555.7,0,80.0214,-9999,139.869506835938,0.321,0.0001,2.4982,1
SVNE-2P,SVNE-2P,2555.85,0,82.7982,-9999,143.283706665039,0.3661,0.0001,2.4856,1
SVNE-2P,SVNE-2P,2556,0,86.199,-9999,149.911102294922,0.4213,0.0001,2.4445,1
SVNE-2P,SVNE-2P,2556.15,0,88.9489,-9999,157.661102294922,0.4256,0.0001,2.3918,1
SVNE-2P,SVNE-2P,2556.3,0,90.2326,1,163.445693969727,0.3799,0.0001,2.3682,0.9795
SVNE-2P,SVNE-2P,2556.45,0,89.9451,1,163.693893432617,0.3456,0.0005,2.3903,0.9394
SVNE-2P,SVNE-2P,2556.6,0,87.9092,1,156.492599487305,0.324,0.0004,2.431,0.9421
SVNE-2P,SVNE-2P,2556.75,0,84.9006,1,145.360000610352,0.2944,0.0001,2.4589,0.9167
SVNE-2P,SVNE-2P,2556.9,0,81.1411,-9999,134.770004272461,0.2711,0.0001,2.4744,0.8899
SVNE-2P,SVNE-2P,2557.05,0,78.3299,-9999,126.260696411133,0.2639,0.0001,2.4949,0.88
SVNE-2P,SVNE-2P,2557.2,0,76.8136,-9999,121.124900817871,0.2642,0.0001,2.5211,0.8742
SVNE-2P,SVNE-2P,2557.35,0,76.3302,-9999,121.171699523926,0.2613,0.0001,2.5391,0.8879
SVNE-2P,SVNE-2P,2557.5,0,76.4266,-9999,122.879898071289,0.2597,0.0001,2.5399,0.897
SVNE-2P,SVNE-2P,2557.65,0,76.7011,-9999,126.998596191406,0.2595,0.0001,2.5205,0.9035
SVNE-2P,SVNE-2P,2557.8,0,77.2238,1,127.777099609375,0.2588,0.0001,2.4764,0.8613
SVNE-2P,SVNE-2P,2557.95,0,77.761,1,121.157501220703,0.2556,0.0315,2.4199,0.7528
SVNE-2P,SVNE-2P,2558.1,0,78.3177,1,107.269500732422,0.2516,0.0795,2.3671,0.599
SVNE-2P,SVNE-2P,2558.25,2,79.1147,0,92.3687973022461,0.2417,0.1192,2.3325,0.4466
SVNE-2P,SVNE-2P,2558.4,2,80.0982,0,84.0510025024414,0.2296,0.1356,2.3254,0.3621
SVNE-2P,SVNE-2P,2558.55,2,80.3896,0,82.6306991577148,0.2251,0.1271,2.3427,0.3626
SVNE-2P,SVNE-2P,2558.7,2,79.9683,0,83.5920028686523,0.2253,0.1138,2.3619,0.3893
SVNE-2P,SVNE-2P,2558.85,2,79.8757,0,83.9943008422852,0.2237,0.1165,2.3567,0.3836
SVNE-2P,SVNE-2P,2559,2,80.5597,0,83.2156982421875,0.2239,0.1298,2.3371,0.3584
SVNE-2P,SVNE-2P,2559.15,2,81.7385,0,81.5308990478516,0.2227,0.1333,2.3356,0.3435
SVNE-2P,SVNE-2P,2559.3,2,82.231,0,80.3370971679688,0.213,0.1174,2.3654,0.3489
SVNE-2P,SVNE-2P,2559.45,1,81.7479,0,80.9393997192383,0.2044,0.0948,2.401,0.3742
SVNE-2P,SVNE-2P,2559.6,1,80.8316,0,82.7416000366211,0.2068,0.0932,2.3991,0.3885
SVNE-2P,SVNE-2P,2559.75,1,79.9733,0,83.7938995361328,0.2187,0.1141,2.3617,0.3783
SVNE-2P,SVNE-2P,2559.9,1,79.3932,0,83.7024002075195,0.231,0.1354,2.3263,0.3634
SVNE-2P,SVNE-2P,2560.05,1,79.2416,0,83.293098449707,0.2369,0.1478,2.3068,0.3512
SVNE-2P,SVNE-2P,2560.2,1,79.3842,0,82.6239013671875,0.2353,0.157,2.2933,0.3297
SVNE-2P,SVNE-2P,2560.35,1,79.5603,0,81.7675018310547,0.227,0.1657,2.2815,0.2965
SVNE-2P,SVNE-2P,2560.5,1,80.1713,0,81.3223037719727,0.2166,0.1695,2.2771,0.2698
SVNE-2P,SVNE-2P,2560.65,2,80.9595,0,80.871696472168,0.2098,0.1685,2.2804,0.2577
SVNE-2P,SVNE-2P,2560.8,2,81.5821,0,80.768798828125,0.2073,0.1671,2.2833,0.2555
SVNE-2P,SVNE-2P,2560.95,2,82.1159,0,81.6744995117188,0.2066,0.1655,2.284,0.2609
SVNE-2P,SVNE-2P,2561.1,2,82.5589,0,82.9133987426758,0.2126,0.1613,2.2877,0.284
SVNE-2P,SVNE-2P,2561.25,2,83.013,0,84.2415008544922,0.2276,0.1557,2.2926,0.3255
SVNE-2P,SVNE-2P,2561.4,1,83.5194,0,86.1191024780273,0.2388,0.1543,2.2898,0.3555
SVNE-2P,SVNE-2P,2561.55,1,84.1599,0,87.2431030273438,0.2396,0.1592,2.279,0.3531
SVNE-2P,SVNE-2P,2561.7,1,84.8376,0,86.6865997314453,0.2446,0.1651,2.2698,0.3491
SVNE-2P,SVNE-2P,2561.85,1,85.4945,0,84.2950973510742,0.2577,0.1687,2.2684,0.356
SVNE-2P,SVNE-2P,2562,1,85.953,0,80.6129989624023,0.2588,0.1731,2.2703,0.3358
SVNE-2P,SVNE-2P,2562.15,1,86.0917,0,78.9322967529297,0.2507,0.1766,2.269,0.3084
SVNE-2P,SVNE-2P,2562.3,1,86.2279,0,77.7462997436523,0.2288,0.185,2.2588,0.2496
SVNE-2P,SVNE-2P,2562.45,1,85.1204,0,80.7689971923828,0.2155,0.1845,2.2536,0.2396
SVNE-2P,SVNE-2P,2562.6,1,83.4536,0,89.1016006469727,0.2172,0.1554,2.2849,0.3302
SVNE-2P,SVNE-2P,2562.75,0,81.2286,1,101.4208984375,0.2351,0.0882,2.3673,0.5303
SVNE-2P,SVNE-2P,2562.9,0,79.5835,1,113.024597167969,0.268,0.0065,2.4683,0.7727
SVNE-2P,SVNE-2P,2563.05,0,78.4473,1,120.726402282715,0.2998,0.0001,2.5246,0.9408
SVNE-2P,SVNE-2P,2563.2,0,78.2495,-9999,124.548698425293,0.3088,0.0001,2.5249,0.9707
SVNE-2P,SVNE-2P,2563.35,0,78.7086,-9999,125.298301696777,0.3037,0.0001,2.5076,0.9603
SVNE-2P,SVNE-2P,2563.5,0,79.4932,-9999,124.74340057373,0.3008,0.0001,2.4936,0.9367
SVNE-2P,SVNE-2P,2563.65,0,81.1129,-9999,124.077301025391,0.3101,0.0001,2.4895,0.9452
SVNE-2P,SVNE-2P,2563.8,0,82.3594,-9999,122.590698242188,0.3349,0.0001,2.4984,0.9578
SVNE-2P,SVNE-2P,2563.95,0,82.6481,-9999,121.907997131348,0.3356,0.0001,2.5143,0.9533
SVNE-2P,SVNE-2P,2564.1,0,81.8834,-9999,124.280097961426,0.2891,0.0001,2.5257,0.9456
SVNE-2P,SVNE-2P,2564.25,0,80.8185,-9999,127.876800537109,0.2494,0.0001,2.5291,0.8997
SVNE-2P,SVNE-2P,2564.4,0,79.6704,-9999,128.702697753906,0.2443,0.0001,2.5326,0.8993
SVNE-2P,SVNE-2P,2564.55,0,78.4844,-9999,125.62670135498,0.2618,0.0001,2.5381,0.9171
SVNE-2P,SVNE-2P,2564.7,0,77.6433,-9999,120.515296936035,0.2736,0.0001,2.5286,0.8953
SVNE-2P,SVNE-2P,2564.85,0,77.2745,1,115.731002807617,0.2645,0.0001,2.4868,0.8034
SVNE-2P,SVNE-2P,2565,0,78.1667,1,111.605598449707,0.2492,0.0388,2.4245,0.683
SVNE-2P,SVNE-2P,2565.15,1,80.1286,1,105.615501403809,0.2352,0.0827,2.368,0.5588
