wellName,datasetName,DEPTH,DT,Electro_Facies,GR,NPHI,PHIE,RHOB,VCL
,,M,us/ft,unitless,gAPI,V/V,V/V,g/cm3,V/V
SVNE-3XP_raw,SVNE-3XP,2346,94.7436,-9999,72.0214,0.305,0.0973,2.4359,0.4938
SVNE-3XP_raw,SVNE-3XP,2346.15,91.9346,-9999,69.6143,0.2588,0.0859,2.443,0.4382
SVNE-3XP_raw,SVNE-3XP,2346.3,88.3404,-9999,63.791,0.2251,0.0951,2.4585,0.325
SVNE-3XP_raw,SVNE-3XP,2346.45,85.2778,6,57.4365,0.2078,0.112,2.4655,0.2292
SVNE-3XP_raw,SVNE-3XP,2346.6,82.2412,-9999,52.04,0.1966,0.1275,2.4484,0.1658
SVNE-3XP_raw,SVNE-3XP,2346.75,79.2486,4,47.1033,0.1787,0.1426,2.414,0.1191
SVNE-3XP_raw,SVNE-3XP,2346.9,77.3913,-9999,42.1671,0.1584,0.1565,2.3784,0.0811
SVNE-3XP_raw,SVNE-3XP,2347.05,76.2555,7,38.7412,0.1462,0.166,2.3533,0.0591
SVNE-3XP_raw,SVNE-3XP,2347.2,75.7144,-9999,37.4765,0.1399,0.1675,2.3474,0.0517
SVNE-3XP_raw,SVNE-3XP,2347.35,76.082,-9999,37.079,0.1343,0.1608,2.361,0.0495
SVNE-3XP_raw,SVNE-3XP,2347.5,76.492,-9999,36.5091,0.1316,0.1538,2.3794,0.0463
SVNE-3XP_raw,SVNE-3XP,2347.65,76.664,-9999,35.6647,0.1347,0.1543,2.3844,0.0418
SVNE-3XP_raw,SVNE-3XP,2347.8,77.2888,-9999,35.4257,0.1382,0.1598,2.3739,0.0405
SVNE-3XP_raw,SVNE-3XP,2347.95,77.7627,-9999,35.6356,0.1382,0.1626,2.3654,0.0416
SVNE-3XP_raw,SVNE-3XP,2348.1,78.6597,-9999,35.8589,0.1356,0.1682,2.3466,0.0428
SVNE-3XP_raw,SVNE-3XP,2348.25,79.3624,-9999,35.625,0.1358,0.1747,2.3302,0.0416
SVNE-3XP_raw,SVNE-3XP,2348.4,79.5715,-9999,35.8117,0.1411,0.1791,2.3233,0.0426
SVNE-3XP_raw,SVNE-3XP,2348.55,79.5814,-9999,36.6772,0.1458,0.1785,2.327,0.0472
SVNE-3XP_raw,SVNE-3XP,2348.7,79.5681,-9999,37.8037,0.1456,0.1734,2.3364,0.0536
SVNE-3XP_raw,SVNE-3XP,2348.85,79.3932,-9999,37.9809,0.1429,0.17,2.3423,0.0546
SVNE-3XP_raw,SVNE-3XP,2349,79.2241,-9999,36.2455,0.1445,0.1743,2.3383,0.0449
SVNE-3XP_raw,SVNE-3XP,2349.15,78.974,-9999,33.6566,0.1519,0.1851,2.3249,0.0317
SVNE-3XP_raw,SVNE-3XP,2349.3,78.7493,-9999,32.4298,0.1559,0.1931,2.3111,0.0259
SVNE-3XP_raw,SVNE-3XP,2349.45,78.8103,-9999,32.4063,0.1531,0.1944,2.305,0.0258
SVNE-3XP_raw,SVNE-3XP,2349.6,79.1287,-9999,32.5394,0.1512,0.1936,2.3048,0.0264
SVNE-3XP_raw,SVNE-3XP,2349.75,79.394,-9999,32.7015,0.1536,0.195,2.3032,0.0271
SVNE-3XP_raw,SVNE-3XP,2349.9,79.3848,-9999,32.6666,0.1572,0.1986,2.2976,0.027
SVNE-3XP_raw,SVNE-3XP,2350.05,79.2682,-9999,32.2334,0.1607,0.2018,2.294,0.025
SVNE-3XP_raw,SVNE-3XP,2350.2,79.27,-9999,32.6921,0.1632,0.2,2.3003,0.0271
SVNE-3XP_raw,SVNE-3XP,2350.35,79.3408,-9999,34.5889,0.1625,0.193,2.3127,0.0363
SVNE-3XP_raw,SVNE-3XP,2350.5,79.3279,-9999,35.9282,0.1615,0.188,2.3209,0.0432
SVNE-3XP_raw,SVNE-3XP,2350.65,79.1256,-9999,36.3886,0.1632,0.1853,2.3284,0.0457
SVNE-3XP_raw,SVNE-3XP,2350.8,78.9796,-9999,38.0834,0.1655,0.178,2.3445,0.0552
SVNE-3XP_raw,SVNE-3XP,2350.95,78.9883,2,40.5536,0.1632,0.1691,2.3566,0.0703
SVNE-3XP_raw,SVNE-3XP,2351.1,78.9102,-9999,40.264,0.1601,0.1719,2.3467,0.0685
SVNE-3XP_raw,SVNE-3XP,2351.25,78.7339,-9999,36.555,0.1603,0.1842,2.3271,0.0466
SVNE-3XP_raw,SVNE-3XP,2351.4,78.5928,-9999,33.156,0.1618,0.1918,2.3191,0.0293
SVNE-3XP_raw,SVNE-3XP,2351.55,78.7542,7,32.993,0.1616,0.1904,2.3232,0.0285
SVNE-3XP_raw,SVNE-3XP,2351.7,79.1849,-9999,34.9728,0.1612,0.1868,2.3265,0.0382
SVNE-3XP_raw,SVNE-3XP,2351.85,79.7859,-9999,36.7041,0.1634,0.1873,2.3216,0.0474
SVNE-3XP_raw,SVNE-3XP,2352,80.3145,-9999,37.3242,0.1653,0.1913,2.3108,0.0508
SVNE-3XP_raw,SVNE-3XP,2352.15,80.4448,-9999,37.0505,0.1638,0.1958,2.2982,0.0493
SVNE-3XP_raw,SVNE-3XP,2352.3,80.1509,-9999,36.1337,0.1614,0.2002,2.2874,0.0443
SVNE-3XP_raw,SVNE-3XP,2352.45,79.6557,-9999,35.1354,0.1617,0.2035,2.2822,0.039
SVNE-3XP_raw,SVNE-3XP,2352.6,79.4286,-9999,34.8385,0.1635,0.2048,2.2815,0.0375
SVNE-3XP_raw,SVNE-3XP,2352.75,78.9749,-9999,34.5809,0.1711,0.209,2.2786,0.0362
SVNE-3XP_raw,SVNE-3XP,2352.9,78.601,-9999,34.8288,0.1786,0.2153,2.2688,0.0375
SVNE-3XP_raw,SVNE-3XP,2353.05,78.2119,-9999,35.286,0.1774,0.2198,2.2547,0.0398
SVNE-3XP_raw,SVNE-3XP,2353.2,78.6086,-9999,35.3713,0.1745,0.2236,2.2422,0.0403
SVNE-3XP_raw,SVNE-3XP,2353.35,79.1091,-9999,34.665,0.1793,0.2284,2.2365,0.0366
SVNE-3XP_raw,SVNE-3XP,2353.5,79.5317,-9999,33.5504,0.1886,0.2318,2.2394,0.0311
SVNE-3XP_raw,SVNE-3XP,2353.65,79.3435,-9999,33.1984,0.1946,0.2323,2.2446,0.0295
SVNE-3XP_raw,SVNE-3XP,2353.8,79.3748,-9999,33.7494,0.1909,0.2308,2.2434,0.0321
SVNE-3XP_raw,SVNE-3XP,2353.95,78.6652,-9999,34.3428,0.1824,0.2304,2.2349,0.035
SVNE-3XP_raw,SVNE-3XP,2354.1,78.2359,-9999,34.2444,0.1787,0.2333,2.2241,0.0345
SVNE-3XP_raw,SVNE-3XP,2354.25,75.4908,-9999,33.6422,0.179,0.2371,2.2157,0.0316
